0,75162.80,75162.80,75607.49,75162.80,74722.23,74722.23,75607.49,74285.72,74285.72,75607.49,62500.00,70132.17,66694.91,65966.39,69736.85,70530.99,70530.99,70933.35,71339.29,67811.15,68571.42,68571.42,70132.17,70132.17,70132.17,70933.35,70530.99,70933.35,70933.35,71339.29,70933.35,71339.29,71339.29,71339.29,71339.29,71339.29,71339.29,71748.89,71748.89,72162.17,71748.89,72162.17,71748.89,72162.17,71748.89,72162.17,72162.17,72162.17,71748.89,71748.89,72162.17,72579.20,72579.20,72579.20,72579.20,72579.20,72162.17,72579.20,72579.20,72162.17,58996.14,58692.31,58692.31,58692.31,58996.14,58692.31,58692.31,58996.14,59302.32,58390.81,46213.59,54945.06,57500.00,58091.60,60235.30,61840.00,55777.78,52296.82,52553.19,53862.82,54400.00,56059.48,56059.48,56629.21,56629.21,56629.21,56917.30,57500.00,57500.00,57207.55,57500.00,58091.60,57794.68,57794.68,58390.81,58091.60,58091.60,58091.60,58996.14,58692.31,58996.14,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59302.32,59610.89,59610.89,59610.89,59302.32,59610.89,59302.32,59302.32,58091.60,58091.60,58091.60,57794.68,57794.68,57500.00,56343.29,54671.53,54130.44,56629.21,55498.16,61190.48,62834.00,61840.00,61513.94,60869.57,58692.31,53071.44,53333.34,54671.53,54671.53,55220.59,55498.16,56343.29,56629.21,57207.55,57794.68,58091.60,57794.68,58091.60,58692.31,58692.31,58692.31,58996.14,58996.14,58692.31,58996.14,59302.32,59610.89,59610.89,58996.14,59302.32,59302.32,59302.32,59610.89,59610.89,59921.87,59610.89,59610.89,59610.89,59921.87,59610.89,59921.87,59921.87,59921.87,60235.30,59921.87,59921.87,60235.30,60551.18,94301.67,94943.80,94943.80,94301.67,91803.27,91195.64,90000.00,94943.80,98265.88,101065.07,97586.18,100352.92,101785.69,103252.99,103252.99,101785.69,86562.50,83333.33,82300.00,79804.88,83857.86,84923.08,86562.50,86010.36,88253.96,89411.76,89411.76,88829.78,90594.59,90000.00,90594.59,91195.64,91195.64,91195.64,92417.57,91803.27,92417.57,91803.27,91803.27,92417.57,92417.57,93038.67,93038.67,93666.65,93666.65,93666.65,93038.67,93666.65,93666.65,94301.67,94943.80,94301.67,94301.67,93666.65,94301.67,94301.67,94301.67,94301.67,94943.80,95593.21
1,73000.01,73000.01,73424.67,72579.20,73000.01,71748.89,70933.35,71748.89,71748.89,72162.17,67435.89,70132.17,70530.99,69736.85,70530.99,70933.35,72579.20,72162.17,72579.20,72579.20,73000.01,73000.01,73424.67,74285.72,74722.23,74285.72,73853.22,73853.22,74285.72,74285.72,74285.72,74722.23,74722.23,74722.23,74722.23,74722.23,74285.72,74722.23,75162.80,74722.23,75162.80,75162.80,75162.80,74722.23,75162.80,75162.80,74722.23,74722.23,74722.23,74722.23,75162.80,74722.23,74722.23,74722.23,74722.23,75162.80,74722.23,74722.23,74722.23,74722.23,61513.94,60235.30,59302.32,57207.55,56629.21,57794.68,57500.00,58091.60,57500.00,58692.31,41626.50,44952.38,46428.57,48888.89,47748.34,48200.00,46000.00,46000.00,49121.62,51041.66,52811.38,55498.16,56343.29,56343.29,56343.29,57207.55,58091.60,58091.60,58390.81,57794.68,58390.81,59302.32,59302.32,58996.14,59302.32,59610.89,59921.87,60235.30,59921.87,60235.30,60551.18,60869.57,60869.57,60235.30,60235.30,59302.32,59921.87,60235.30,59921.87,60235.30,60235.30,60235.30,59921.87,59921.87,60235.30,61190.48,61190.48,61190.48,60869.57,60869.57,63852.45,63510.20,64197.53,64545.45,64545.45,63510.20,62500.00,61840.00,60235.30,58692.31,52296.82,50795.84,53597.12,52296.82,53333.34,53862.82,51289.19,49829.35,47524.75,49355.93,46428.57,47302.63,48657.72,48888.89,48428.09,49591.83,49121.62,50551.72,51041.66,51538.46,51538.46,51538.46,51789.47,51289.19,51289.19,51289.19,51538.46,52296.82,52296.82,52042.25,52042.25,51789.47,51538.46,52553.19,52553.19,51289.19,51538.46,52042.25,51041.66,51789.47,52553.19,52296.82,52811.38,52296.82,52042.25,52553.19,53071.44,53333.34,53862.82,53862.82,95593.21,93666.65,92417.57,93666.65,93038.67,88829.78,86010.36,86562.50,84923.08,81791.04,73000.01,78840.58,76509.44,78365.39,77894.75,78365.39,78365.39,78365.39,78840.58,73000.01,75607.49,78365.39,78365.39,78840.58,80294.11,81791.04,81791.04,82300.00,83857.86,84387.75,84387.75,84387.75,84387.75,85463.92,86562.50,86562.50,86010.36,86010.36,85463.92,85463.92,86010.36,86010.36,86010.36,86010.36,86010.36,86562.50,87120.41,87120.41,87120.41,87120.41,87684.21,88253.96,87684.21,88253.96,87684.21,87120.41,87684.21,88829.78,89411.76,89411.76
2,75607.49,76056.35,76056.35,76056.35,76056.35,76056.35,76056.35,75607.49,76056.35,76056.35,75607.49,76056.35,76056.35,75607.49,76056.35,76056.35,76056.35,76056.35,76056.35,75607.49,76056.35,76056.35,76056.35,76056.35,75162.80,75162.80,76056.35,75607.49,76509.44,76056.35,76966.83,76966.83,77428.58,77428.58,76966.83,75607.49,74722.23,75607.49,76056.35,76056.35,75607.49,76056.35,76509.44,76509.44,76509.44,76509.44,76509.44,76509.44,76056.35,76056.35,75607.49,76056.35,76056.35,76509.44,76509.44,76056.35,76056.35,76056.35,76966.83,76509.44,63170.73,63510.20,63510.20,63510.20,63170.73,63510.20,63170.73,63510.20,63510.20,63510.20,63170.73,63170.73,63170.73,63170.73,63170.73,63510.20,63170.73,63170.73,63170.73,63170.73,63170.73,63170.73,62834.00,63170.73,62834.00,62834.00,61840.00,62500.00,61513.94,61190.48,62168.67,61840.00,62500.00,62500.00,60551.18,60551.18,60551.18,60869.57,60551.18,60869.57,60869.57,61513.94,61840.00,61513.94,61840.00,62500.00,62500.00,62500.00,62168.67,62500.00,62500.00,62168.67,62500.00,62834.00,62834.00,62500.00,62834.00,62500.00,63170.73,62834.00,58091.60,58390.81,58390.81,58091.60,58390.81,58390.81,58390.81,58091.60,58390.81,58390.81,58390.81,58390.81,58390.81,58091.60,58390.81,58390.81,58390.81,58390.81,58390.81,58390.81,58091.60,58390.81,58390.81,58390.81,57794.68,55777.78,54130.44,55220.59,55777.78,54671.53,55777.78,56343.29,56343.29,53597.12,51289.19,51041.66,51041.66,51538.46,52296.82,52811.38,52553.19,52553.19,53071.44,53071.44,53333.34,53071.44,53597.12,53862.82,54130.44,54400.00,54400.00,54400.00,54130.44,54130.44,54130.44,54400.00,54671.53,54400.00,54400.00,54400.00,99649.10,99649.10,99649.10,99649.10,99649.10,99649.10,98953.47,99649.10,99649.10,99649.10,99649.10,99649.10,99649.10,100352.92,99649.10,100352.92,100352.92,100352.92,100352.92,100352.92,100352.92,100352.92,100352.92,99649.10,93666.65,94301.67,96249.99,94301.67,100352.92,101785.69,101785.69,99649.10,101065.07,90594.59,79804.88,79804.88,82814.07,86562.50,87684.21,88829.78,90594.59,90594.59,91803.27,91803.27,92417.57,93038.67,92417.57,93038.67,93666.65,94943.80,94301.67,94301.67,94301.67,94943.80,94943.80,94943.80,94301.67,95593.21,94943.80,94301.67
0,77428.58,76966.83,76966.83,76966.83,77428.58,77428.58,77428.58,77428.58,77428.58,77428.58,77428.58,77428.58,77894.75,77428.58,76509.44,76509.44,76509.44,76966.83,76056.35,65606.69,65606.69,69344.99,69736.85,70530.99,68571.42,70933.35,71339.29,71339.29,71748.89,72162.17,72162.17,72579.20,73000.01,73000.01,73424.67,73000.01,73424.67,73424.67,72162.17,71748.89,72162.17,71748.89,71748.89,72162.17,72579.20,73000.01,73424.67,73424.67,73424.67,73424.67,73000.01,73424.67,73853.22,73853.22,74285.72,74285.72,74285.72,74285.72,73853.22,74285.72,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,65250.00,64896.26,64896.26,63852.45,63510.20,62834.00,63510.20,62834.00,56343.29,56917.30,59302.32,59610.89,58996.14,58390.81,57500.00,59302.32,58692.31,59610.89,59610.89,59921.87,60235.30,60869.57,61190.48,61513.94,61513.94,61840.00,61513.94,59302.32,58692.31,58692.31,58692.31,59302.32,59302.32,59610.89,60235.30,60235.30,60869.57,60869.57,60869.57,60551.18,60551.18,60869.57,60869.57,60869.57,60869.57,60869.57,61190.48,61190.48,61190.48,58390.81,58692.31,58692.31,58996.14,59302.32,59302.32,59302.32,59302.32,58996.14,58692.31,58996.14,58390.81,58091.60,56629.21,56917.30,57500.00,59921.87,60551.18,60869.57,63170.73,64197.53,64545.45,62834.00,59921.87,56917.30,55220.59,55777.78,55777.78,57207.55,56917.30,57794.68,57500.00,56917.30,58091.60,58996.14,58692.31,59302.32,56917.30,56059.48,56629.21,56917.30,58091.60,58692.31,58996.14,58996.14,59302.32,58390.81,59921.87,60235.30,59610.89,59610.89,59610.89,59921.87,59921.87,59610.89,60551.18,59921.87,59921.87,59921.87,59610.89,102514.95,103252.99,102514.95,102514.95,102514.95,101785.69,102514.95,102514.95,103252.99,102514.95,102514.95,101065.07,94301.67,100352.92,102514.95,105521.44,107080.72,109493.64,111153.81,105521.44,107874.97,109493.64,101065.07,101785.69,78365.39,67811.15,75162.80,77428.58,77428.58,79804.88,80788.17,81791.04,82300.00,82814.07,83333.33,82814.07,82814.07,78365.39,76966.83,71339.29,74722.23,76509.44,79804.88,81287.13,82814.07,80788.17,83857.86,87120.41,87120.41,87684.21,88253.96,89411.76,88829.78,90000.00,90594.59,91195.64,90594.59,90594.59,91803.27,91803.27
2,77428.58,76966.83,76966.83,77428.58,76966.83,76966.83,76966.83,77428.58,77428.58,77428.58,76509.44,76966.83,76966.83,76966.83,76966.83,76509.44,76966.83,76509.44,76966.83,76509.44,76509.44,76509.44,76509.44,76509.44,76966.83,76966.83,76509.44,76509.44,76509.44,76509.44,76509.44,77428.58,76509.44,76509.44,76509.44,76966.83,76509.44,76509.44,76509.44,76966.83,76966.83,76509.44,76509.44,76966.83,76509.44,76966.83,77428.58,77428.58,76966.83,76966.83,77428.58,76966.83,77428.58,76966.83,77428.58,76966.83,76966.83,76966.83,76966.83,76966.83,62500.00,62500.00,62168.67,62500.00,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,61840.00,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62168.67,62500.00,62500.00,62168.67,62168.67,62500.00,62500.00,62500.00,62168.67,62500.00,62168.67,62500.00,62168.67,62168.67,62500.00,62168.67,62168.67,62168.67,62168.67,62168.67,61840.00,61840.00,62168.67,62168.67,62500.00,62500.00,62500.00,62500.00,62500.00,62834.00,62834.00,62834.00,63170.73,63170.73,62834.00,62834.00,64197.53,64197.53,64197.53,63852.45,63852.45,63852.45,64197.53,63852.45,64197.53,64197.53,63852.45,63510.20,63510.20,64197.53,63852.45,63510.20,63510.20,63510.20,63510.20,63852.45,63852.45,63852.45,63510.20,64197.53,63852.45,63510.20,63510.20,63852.45,63852.45,64197.53,63852.45,64197.53,63852.45,63852.45,63852.45,64197.53,64197.53,64197.53,64545.45,63852.45,64545.45,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,64197.53,63852.45,63852.45,64197.53,64545.45,64197.53,97586.18,98265.88,98265.88,98265.88,98265.88,98265.88,98953.47,98265.88,98265.88,98265.88,98953.47,97586.18,98265.88,98265.88,98265.88,98265.88,98265.88,98265.88,98265.88,98265.88,97586.18,98265.88,98265.88,98265.88,98265.88,98265.88,98265.88,98953.47,98265.88,98265.88,98265.88,98265.88,98265.88,98953.47,98953.47,99649.10,98953.47,99649.10,99649.10,98953.47,98953.47,98953.47,98265.88,98953.47,99649.10,99649.10,98953.47,98953.47,98953.47,99649.10,99649.10,99649.10,99649.10,99649.10,98953.47,98953.47,99649.10,99649.10,98953.47,99649.10
1,76966.83,76966.83,76966.83,76966.83,76966.83,76966.83,76966.83,76966.83,76509.44,76509.44,76509.44,76966.83,76966.83,75162.80,75162.80,72162.17,71748.89,74285.72,74722.23,74285.72,73000.01,73853.22,72162.17,74722.23,75607.49,76056.35,76056.35,76056.35,75607.49,75607.49,75607.49,76056.35,76509.44,76056.35,76056.35,76056.35,76509.44,76509.44,76509.44,76509.44,76509.44,76966.83,77428.58,76966.83,76966.83,76509.44,76966.83,76966.83,76966.83,76509.44,76509.44,76509.44,76966.83,76509.44,76509.44,76966.83,76966.83,76966.83,76966.83,76966.83,64545.45,64197.53,64545.45,64197.53,64197.53,64197.53,64197.53,63510.20,62168.67,60551.18,59610.89,60235.30,60551.18,60551.18,58091.60,48200.00,48657.72,49591.83,51789.47,52042.25,49829.35,39650.14,42378.05,47973.42,51289.19,52553.19,53333.34,54671.53,54945.06,55220.59,55777.78,55498.16,56059.48,56059.48,56343.29,56917.30,57207.55,56629.21,57500.00,57500.00,57500.00,57794.68,57794.68,58091.60,58091.60,58390.81,58390.81,58390.81,57794.68,57794.68,58390.81,58692.31,58390.81,58692.31,58692.31,58692.31,58692.31,58692.31,58692.31,58692.31,64896.26,64896.26,65250.00,64896.26,65250.00,65250.00,65250.00,64197.53,63852.45,64545.45,63852.45,62500.00,61190.48,60551.18,55777.78,54400.00,55220.59,56917.30,57207.55,52042.25,49829.35,52296.82,51289.19,52553.19,51538.46,53333.34,53862.82,53597.12,53333.34,53071.44,53333.34,53862.82,54400.00,54400.00,54130.44,54945.06,54945.06,55498.16,56343.29,56343.29,56343.29,56629.21,56343.29,56917.30,56629.21,56629.21,56629.21,56629.21,56629.21,56629.21,56917.30,56917.30,56917.30,57207.55,57500.00,58390.81,58390.81,58390.81,58390.81,58390.81,100352.92,101065.07,101065.07,101065.07,101065.07,101065.07,101785.69,98953.47,94301.67,93038.67,90594.59,82814.07,83333.33,83333.33,86010.36,81791.04,86562.50,86010.36,88253.96,86562.50,81287.13,78840.58,76966.83,74285.72,76966.83,80294.11,84923.08,83333.33,83857.86,87120.41,87120.41,86562.50,88829.78,88253.96,88829.78,88253.96,89411.76,90594.59,91195.64,90594.59,91195.64,92417.57,92417.57,92417.57,91195.64,91803.27,92417.57,92417.57,92417.57,93666.65,93666.65,93666.65,93666.65,93666.65,94301.67,93666.65,93666.65,93666.65,94301.67,94301.67
0,75607.49,75162.80,76056.35,75607.49,76056.35,75607.49,75607.49,75607.49,75607.49,76056.35,75607.49,75162.80,75607.49,75162.80,74285.72,73000.01,72162.17,64197.53,62500.00,63510.20,66329.11,67435.89,67435.89,65250.00,67435.89,66694.91,64896.26,68571.42,69344.99,70132.17,70530.99,70933.35,70933.35,71339.29,71339.29,71748.89,71339.29,71748.89,71339.29,71339.29,71748.89,71748.89,71748.89,71748.89,71748.89,71339.29,71748.89,71339.29,71748.89,71748.89,71339.29,71748.89,71748.89,71748.89,71748.89,71339.29,71748.89,72162.17,72162.17,71748.89,42568.81,42568.81,42568.81,42568.81,42568.81,42378.05,42378.05,42378.05,42378.05,42568.81,42568.81,42188.45,42000.00,41441.44,39476.74,38624.64,39476.74,35901.64,37633.80,40712.16,43540.38,45367.41,45576.92,34414.90,35749.32,34414.90,32327.36,34270.56,34270.56,35000.00,35297.30,36363.64,36519.33,36675.90,36991.64,37633.80,37150.84,37471.91,37633.80,37633.80,37633.80,37960.34,38962.53,39476.74,39304.34,38457.14,38624.64,38290.60,38290.60,38624.64,39132.94,39132.94,38962.53,39304.34,39304.34,39132.94,39476.74,39650.14,39824.56,40000.00,50068.49,50309.28,49829.35,50068.49,50068.49,50309.28,50068.49,50068.49,50068.49,50068.49,50068.49,50309.28,49591.83,47524.75,49355.93,49355.93,49355.93,50551.72,56343.29,56629.21,55777.78,56917.30,56059.48,50309.28,47748.34,46000.00,47302.63,49121.62,49355.93,49591.83,48428.09,49121.62,50309.28,49591.83,50068.49,49121.62,49591.83,49121.62,49121.62,49591.83,49591.83,50068.49,50309.28,50068.49,50309.28,50068.49,50795.84,50551.72,50309.28,50551.72,51538.46,51538.46,51289.19,52042.25,51289.19,50551.72,50551.72,51289.19,51041.66,50795.84,91195.64,91195.64,91195.64,91195.64,91195.64,91803.27,91195.64,91195.64,91195.64,90594.59,91195.64,91195.64,90594.59,89411.76,90000.00,91803.27,98953.47,86010.36,101065.07,100352.92,99649.10,98265.88,97586.18,79804.88,76056.35,75162.80,76056.35,76509.44,78840.58,76966.83,79804.88,80788.17,80788.17,80294.11,79320.39,80788.17,83857.86,82300.00,83333.33,83333.33,82814.07,83857.86,83333.33,82814.07,84387.75,84387.75,84387.75,84387.75,84923.08,85463.92,85463.92,86010.36,84387.75,84923.08,84923.08,85463.92,86562.50,86562.50,86562.50,86562.50
1,73000.01,72579.20,73000.01,72579.20,73000.01,73000.01,72579.20,72162.17,72162.17,70530.99,70530.99,67811.15,69344.99,68189.65,67063.82,53333.34,63852.45,65966.39,67435.89,65250.00,65250.00,65250.00,63170.73,63852.45,63170.73,65250.00,65250.00,65606.69,65966.39,65966.39,66694.91,66329.11,66694.91,67063.82,67435.89,67811.15,67811.15,67811.15,68189.65,68189.65,68189.65,68189.65,68189.65,68571.42,68571.42,68189.65,68571.42,68571.42,68189.65,68571.42,68571.42,68189.65,68571.42,68571.42,68571.42,68956.52,68956.52,68956.52,68956.52,69344.99,45367.41,45367.41,45159.23,45367.41,45159.23,45159.23,44339.62,43343.66,40353.98,37150.84,37796.61,37633.80,36833.33,39650.14,40176.47,16931.41,29182.69,31150.00,26605.92,27142.86,29064.75,27915.69,29539.95,30394.09,31022.44,31797.47,30769.23,31278.20,31928.93,31536.52,33005.18,33281.25,34705.88,35148.25,33984.17,33842.11,34414.90,34414.90,35297.30,35447.16,35597.83,35749.32,35749.32,36208.79,36054.79,36054.79,36519.33,36991.64,37310.92,36675.90,37310.92,37796.61,37633.80,37150.84,37310.92,37471.91,37796.61,38290.60,37796.61,37960.34,54671.53,54671.53,54671.53,54671.53,54671.53,54130.44,53862.82,52553.19,52296.82,51538.46,50795.84,48657.72,50309.28,50551.72,50068.49,32193.88,33984.17,35148.25,34270.56,33281.25,33142.85,33842.11,36833.33,36519.33,36208.79,37310.92,38290.60,38125.00,38793.10,38290.60,39304.34,39304.34,39304.34,39650.14,37960.34,39304.34,39824.56,40353.98,39304.34,40892.85,40000.00,40892.85,40532.54,41074.62,40532.54,40000.00,40712.16,40712.16,41257.48,41074.62,41812.69,41257.48,41257.48,40532.54,40892.85,40892.85,41074.62,40712.16,40712.16,40892.85,87684.21,87684.21,88829.78,88253.96,87120.41,86562.50,86010.36,84923.08,79320.39,74285.72,73000.01,69736.85,69736.85,66329.11,69736.85,47973.42,55777.78,59610.89,58996.14,55777.78,51538.46,57500.00,59610.89,59921.87,60551.18,62834.00,63852.45,65250.00,64545.45,65250.00,65250.00,66329.11,67063.82,68189.65,67063.82,67063.82,68189.65,67435.89,68189.65,68956.52,69344.99,68571.42,69736.85,70132.17,71748.89,71748.89,71748.89,71748.89,71339.29,72162.17,72162.17,72162.17,71748.89,72579.20,72579.20,71748.89,72579.20,73853.22,73000.01,72579.20
2,70933.35,70530.99,70530.99,70530.99,70530.99,70530.99,70530.99,70530.99,70933.35,70933.35,70933.35,70132.17,70530.99,70132.17,70530.99,69736.85,70132.17,70530.99,70530.99,70530.99,70530.99,70530.99,70530.99,70933.35,70530.99,70933.35,70530.99,70530.99,70530.99,70530.99,70530.99,70132.17,70530.99,70530.99,70530.99,70530.99,70530.99,70933.35,70933.35,70933.35,70933.35,70530.99,70933.35,71339.29,70933.35,71339.29,70933.35,70530.99,70933.35,70530.99,70530.99,70933.35,70933.35,70530.99,70530.99,70530.99,70933.35,70530.99,70933.35,70933.35,36363.64,36519.33,36519.33,36519.33,36833.33,36519.33,36363.64,36208.79,36519.33,36675.90,36675.90,36991.64,36675.90,36675.90,36833.33,36675.90,36675.90,36833.33,36675.90,36833.33,36833.33,36991.64,37150.84,36991.64,36991.64,36833.33,36833.33,36833.33,36675.90,36675.90,36991.64,37150.84,36833.33,36363.64,36519.33,36519.33,37150.84,37150.84,36833.33,36991.64,36991.64,37310.92,36675.90,36675.90,36363.64,36363.64,36363.64,36208.79,36519.33,36519.33,36675.90,36833.33,37310.92,37310.92,37471.91,37633.80,37960.34,38125.00,38125.00,38457.14,42378.05,42000.00,42000.00,42188.45,42000.00,42000.00,42188.45,41812.69,42000.00,42568.81,42568.81,42378.05,42568.81,42568.81,42378.05,42760.74,42760.74,42378.05,42378.05,42568.81,42378.05,42188.45,42760.74,42760.74,43148.15,42760.74,42760.74,42760.74,42568.81,42760.74,42953.85,42760.74,42568.81,42568.81,42378.05,42000.00,42378.05,42188.45,42568.81,41812.69,42378.05,42760.74,42188.45,42568.81,42760.74,42760.74,42188.45,42000.00,42568.81,42378.05,42188.45,42000.00,42188.45,42568.81,42378.05,42378.05,42760.74,42760.74,42760.74,43148.15,83333.33,83857.86,83857.86,84387.75,84923.08,84387.75,84923.08,84923.08,84923.08,84923.08,84923.08,84923.08,84923.08,84923.08,84923.08,85463.92,85463.92,85463.92,86010.36,86010.36,85463.92,86010.36,86010.36,86010.36,86010.36,85463.92,86010.36,86010.36,86010.36,85463.92,85463.92,85463.92,86562.50,86010.36,84923.08,85463.92,86010.36,86010.36,85463.92,85463.92,85463.92,85463.92,85463.92,86010.36,86010.36,86010.36,85463.92,85463.92,86010.36,85463.92,86010.36,85463.92,86010.36,86010.36,85463.92,85463.92,86010.36,86010.36,86010.36,85463.92
0,71339.29,71339.29,71339.29,71748.89,71339.29,71748.89,70933.35,71339.29,70933.35,70933.35,70933.35,70530.99,69736.85,69736.85,70933.35,71339.29,70933.35,70933.35,71339.29,71339.29,58692.31,61840.00,62168.67,64545.45,65250.00,65966.39,66329.11,65250.00,66329.11,66694.91,66329.11,66329.11,67063.82,67811.15,67811.15,68189.65,68189.65,68571.42,68956.52,68956.52,69344.99,69736.85,68956.52,68956.52,68956.52,68956.52,69344.99,69736.85,69736.85,69736.85,69736.85,70132.17,69736.85,70132.17,70132.17,70132.17,70132.17,69736.85,69736.85,69736.85,41074.62,41074.62,40892.85,41074.62,41257.48,41074.62,40532.54,40532.54,40353.98,37796.61,36519.33,35447.16,37960.34,37310.92,38793.10,38962.53,39824.56,40176.47,40712.16,40000.00,27142.86,31278.20,31022.44,31666.67,30394.09,29660.19,26394.56,27803.74,27915.69,30769.23,32461.54,34560.00,33984.17,35000.00,35447.16,36363.64,36054.79,35447.16,36519.33,36208.79,36833.33,36833.33,36991.64,36991.64,37471.91,37310.92,37471.91,37471.91,37796.61,37796.61,37310.92,37960.34,37796.61,38125.00,38290.60,38290.60,38624.64,38125.00,38290.60,38624.64,41812.69,41626.50,41441.44,41257.48,40532.54,41441.44,40892.85,40176.47,40892.85,36991.64,40176.47,39132.94,40000.00,39132.94,40176.47,41074.62,41626.50,40176.47,42378.05,43738.32,28483.41,38125.00,37150.84,36208.79,31022.44,25669.64,27803.74,28947.37,27915.69,29420.29,27803.74,32327.36,33842.11,33560.21,33281.25,33420.36,34126.99,34414.90,34414.90,33842.11,35148.25,35000.00,36675.90,38793.10,35901.64,38624.64,37471.91,36519.33,35447.16,37633.80,39304.34,37796.61,38125.00,37150.84,36675.90,37796.61,36054.79,36054.79,36519.33,36208.79,86562.50,87120.41,87120.41,87120.41,87684.21,87120.41,87120.41,86562.50,87120.41,86562.50,84923.08,86562.50,87684.21,91195.64,91195.64,90594.59,90594.59,94301.67,95593.21,95593.21,88829.78,85463.92,88829.78,84923.08,79320.39,75162.80,73424.67,73000.01,70933.35,72162.17,71339.29,75162.80,75162.80,76966.83,77428.58,79804.88,79320.39,77428.58,78840.58,78365.39,78365.39,77894.75,78840.58,78365.39,78365.39,77894.75,78365.39,79804.88,79804.88,79320.39,79320.39,78365.39,80294.11,79320.39,79320.39,80788.17,80294.11,79804.88,80788.17,81287.13
